Rx-L,Ry-L,DA1-2-3-4-L,DA2-3-4-5-L,DA2-3-4-9-L,DA3-4-5-6-L,DA1-2-3-8-L,DA1-2-3-7-L,DA7-3-4-5-L,BA1-2-3-L,BA2-3-4-L,BA3-4-5-L,BA3-4-9-L,BA8-3-4-L,BA8-3-2-L,BA8-3-7-L,BA4-5-10-L,BA2-1-11-L,BL1-2-L,BL2-3-L,BL3-4-L,BL5-6-L,BL4-9-L,BL5-10-L,BL1-11-L,BL3-8-L,BL3-7-L,HOMO-L,LUMO-L,DM-L,q1-L,q2-L,q3-L,q4-L,q5-L,q6-L,q7-L,q8-L,q9-L,q10-L,q11-L,NMR1-L,NMR2-L,NMR3-L,NMR4-L,NMR5-L,NMR6-L,NMR7-L,NMR8-L,NMR9-L,NMR10-L,NMR11-L,L-R14-L,B1-R14-L,B5-R14-L,L-R15-L,B1-R15-L,B5-R15-L,L-Y-L,B1-Y-L,B5-Y-L,Area-L,Volume-L,PSA-L,Ovality-L,VF(C5=O6)-L,VI(C5=O6)-L,VF(N4-H9)-L,VI(N4-H9)-L,L-X-S,B1-X-S,B5-X-S,L-R16-S,B1-R16-S,B5-R16-S,BL1-2-S,BL4-5-S,BL4-7-S,BL3-8-S,BL1-12-S,BA1-2-3-S,BA3-4-5-S,BA4-3-8-S,BA2-1-12-S,BA3-2-6-S,DA2-3-4-5-S,DA12-1-2-6-S,HOMO-S,LUMO-S,Rx-S,NMR1-S,NMR2-S,NMR3-S,NMR4-S,NMR5-S,NMR6-S,NMR7-S,NMR8-S,NMR12-S,q1-S,q2-S,q3-S,q4-S,q6-S,Volume-S,PSA-S,HOMO-MC,LUMO-MC,DM-MC,Rx-MC,Ry-MC,Volume-MC,PSA-MC,Ovality-MC,q(Pd)-MC,DM-CP,HOMO-CP,LUMO-CP,Rx-CP,BL1-2-CP,BL1-6-CP,BL1-7-CP,NMR1-CP,NMR2-CP,NMR6-CP,NMR7-CP,q1-CP,q2-CP,q6-CP,Area-CP,Volume-CP,PSA-CP,Ovality-CP,Rx-B,Ry-B,Rz-B,DM-B,HOMO-B,LUMO-B,Area-B,Volume-B,PSA-B,Ovality-B,q(Ag)-A,Rx-A,Ry-A,Rz-A,HOMO-A,LUMO-A,DM-A,Area-A,Volume-A,PSA-A,Ovality-A,Eqv(L),Eqv(B),Eqv(A),Time(H)   ,T (?C),DC(Solvent),%ee
1.07216,0.64249,24.29748879,147.7860934,42.11886242,173.6687657,103.7065702,141.3317038,32.8392351,113.4113126,111.82384,126.9821503,118.1683799,113.9359466,110.4462719,107.0392146,117.281406,107.4424983,1.348927223,1.52284268,1.454948205,1.23084887,1.010818622,1.516742734,0.975544686,1.568614035,1.091693567,-0.23739,0.00237,3.3843,-0.72286,0.84071,-0.16943,-0.67094,0.70195,-0.66175,0.28863,-0.25265,0.44279,-0.79597,0.52544,139.7205,28.5557,128.9068,135.4936,30.2961,-52.1331,27.54,146.4282,26.2905,171.5004,25.0949,4.2,1.93,4.36,2.97,1.5,2.03,2.75,1.02,1.88,213.31,185.94,56.287,1.35,1761.7,623.8443,3628.38,59.9691,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,94
1.11589,0.71508,37.08723715,116.2082131,59.47103988,177.8380251,90.01157441,154.3326907,1.402062185,112.739652,110.8304147,128.5880326,117.1451621,112.8751268,112.0824291,106.9364292,117.5242901,107.349534,1.34960575,1.528114644,1.453512536,1.230551422,1.012309912,1.516695032,0.97536655,1.573069898,1.089553458,-0.23759,0.0032,3.622,-0.72275,0.84008,-0.16395,-0.67003,0.70386,-0.66068,0.28742,-0.04966,0.44343,-0.79627,0.52211,140.4058,27.5406,125.2006,143.8785,29.7255,-52.6207,27.839,152.6227,26.3897,171.7351,25.2717,4.13,2.75,3.19,2.97,1.5,2.03,2.75,1.02,1.88,213.3,185.45,57.925,1.36,1761.4,623.949,3615.43,54.6993,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,94
0.83014,0.55763,37.41267143,157.9624383,37.31418277,171.8999009,89.00435897,155.4324298,42.61249571,112.1903296,110.6739027,126.2765386,117.4900847,115.0299629,107.5530434,108.5825766,116.8451977,107.8859988,1.346294463,1.528646451,1.451562289,1.228587979,1.012745852,1.514961509,0.97549121,1.536849269,1.091642138,-0.24263,-0.01806,3.4367,-0.72325,0.84923,-0.17221,-0.67691,0.707,-0.65211,0.29621,-0.06235,0.44679,-0.79722,0.52829,150.8119,28.9879,129.5441,147.276,28.4394,-61.0782,26.3271,57.2553,25.9665,171.7941,25.4157,6.37,1.7,3.19,2.97,1.5,2.03,2.75,1.02,1.88,220.1,196.87,58.448,1.34,1769.06,606.837,3605.62,77.3275,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,76
0.61647,0.19961,8.144629529,148.2810953,49.76057919,168.9784314,117.8668299,126.9253676,31.87257192,113.8824279,112.6123021,127.0104092,116.7502883,112.9682933,108.7641955,107.7644612,117.2800104,107.2237971,1.34421902,1.52651542,1.449663047,1.22996342,1.012838894,1.516363725,0.975657176,1.558993574,1.092153064,-0.22978,-0.00519,2.7475,-0.71228,0.83951,-0.1609,-0.67511,0.7033,-0.65747,0.29581,-0.47951,0.44476,-0.79645,0.52347,135.6679,26.8091,132.5796,143.2605,29.546,-58.4535,27.256,150.0035,26.7377,171.8864,25.4395,6.75,1.56,8.45,2.97,1.5,2.03,2.75,1.02,1.88,311.83,286.99,57.975,1.48,1762.84,575.4612,3604.21,54.6397,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,94
0.64056,0.27898,24.91652332,146.6803569,53.15082657,168.0552809,101.3384366,143.5413349,30.47970809,113.2659223,112.1289929,126.7671593,116.4585092,112.6863754,110.0271587,107.1693808,117.2115513,107.4961968,1.344468731,1.523385603,1.450314169,1.229599855,1.013131315,1.516452721,0.97550058,1.564616593,1.09036167,-0.21219,-0.03915,3.0035,-0.71524,0.83922,-0.15935,-0.67593,0.70354,-0.65531,0.2945,-0.48477,0.4451,-0.79703,0.52504,136.4805,26.5662,133.7653,143.7582,29.4262,-60.9114,27.2303,153.1254,26.8465,171.7348,25.8812,4.75,1.57,7.26,2.97,1.5,2.03,2.75,1.02,1.88,281.41,265.96,57.662,1.41,1764.5,582.6877,3598.83,54.5255,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,90
0.58243,0.45333,28.31179129,153.4734241,43.0153828,171.1104324,97.61549949,147.2382432,37.10454308,112.8922814,111.6696188,127.2438875,116.8618152,113.1764344,109.1957473,107.4503488,117.208556,107.5899486,1.34719344,1.525330549,1.451786601,1.228789628,1.012654032,1.515808989,0.975304577,1.56244667,1.090733633,-0.23881,-0.01477,3.4431,-0.72308,0.83784,-0.15851,-0.68065,0.70619,-0.65462,0.2944,-0.48957,0.4451,-0.79508,0.5268,142.4951,28.2928,134.236,146.9651,29.2952,-60.2065,27.3172,161.453,26.8694,171.6829,25.3455,4.76,1.54,6.05,2.97,1.5,2.03,2.75,1.02,1.88,244.16,223.95,57.55,1.37,1768.18,559.8998,3605,56.5319,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,86
0.16926,0.05021,26.08495636,135.7675476,41.87584396,174.0796793,102.7540187,143.5145906,21.17333515,113.2296348,111.5992187,127.6311715,117.4482399,114.5166333,110.7394718,106.1039791,117.1209233,107.2567954,1.347252611,1.525525617,1.45155396,1.232587039,1.011864002,1.515202716,0.974949058,1.564527676,1.090576308,-0.21853,-0.02222,3.8975,-0.72245,0.84026,-0.15743,-0.66924,0.71278,-0.66657,0.29135,-0.48165,0.4464,-0.79194,0.52399,133.5873,28.2872,133.6148,144.9182,28.8863,-47.7122,27.965,158.9537,26.9626,172.4415,25.6143,6.21,3.86,9.41,2.97,1.5,2.03,2.75,1.02,1.88,612.37,612.84,54.725,1.76,1747.02,674.6343,3615.83,64.6047,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,96
0.34053,0.14499,19.1088708,132.2840956,49.96577649,179.0066799,109.1144827,137.019217,17.18085936,113.5909625,112.3298372,128.3023106,117.0881796,114.0182999,110.0871004,106.4526396,117.2829672,107.0731395,1.346729756,1.526008769,1.447952538,1.231062242,1.012170071,1.51595054,0.975080584,1.567774565,1.09039568,-0.22603,-0.02692,3.2629,-0.7195,0.83723,-0.15839,-0.67069,0.70641,-0.66354,0.29443,-0.48179,0.44554,-0.79477,0.52431,130.9507,27.223,134.6901,144.0669,29.8684,-52.698,28.0279,158.3456,27.245,172.1733,25.9269,4.75,2.08,7.2,2.97,1.5,2.03,2.75,1.02,1.88,378.59,379.56,56.058,1.49,1756.45,554.6341,3614.75,55.0065,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,94
0.32473,0.10134,14.52920941,134.8043307,50.20035445,179.0523996,113.9624747,132.2509699,20.06656012,113.8422309,112.5580157,128.2470628,117.1109425,113.9177385,110.3579868,106.4460537,117.3199506,106.9453265,1.346430492,1.527024853,1.44771389,1.231186643,1.012198367,1.51598128,0.975232794,1.567459042,1.090968053,-0.22472,-0.02685,2.9999,-0.71774,0.837,-0.15943,-0.67035,0.70587,-0.66357,0.29605,-0.4818,0.44557,-0.79465,0.52415,130.8476,27.1398,134.7698,143.7699,29.7425,-52.8939,27.9717,158.2497,27.2541,172.1536,25.8765,4.81,2.06,7.76,2.97,1.5,2.03,2.75,1.02,1.88,389.79,388.66,56.34,1.51,1755.82,547.0733,3615.17,55.2819,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,90
0.3229,0.10529,19.73311556,132.886101,49.90465232,179.0023225,108.5578888,137.5747482,17.88531117,113.6287356,112.2714712,128.3231289,117.0670128,114.0695287,110.142791,106.456074,117.2809702,107.0498967,1.346818989,1.526085014,1.448181348,1.23104886,1.012146921,1.516066173,0.975039231,1.568258057,1.090377722,-0.21977,-0.02457,3.5617,-0.71971,0.83781,-0.15822,-0.67064,0.7065,-0.66351,0.29375,-0.48145,0.44547,-0.79455,0.5242,131.1419,27.2708,134.6532,144.1866,29.9536,-52.4343,28.0219,158.2516,27.2656,172.2114,25.9043,4.76,2.29,8.22,2.97,1.5,2.03,2.75,1.02,1.88,418.58,416.15,56.068,1.55,1756.65,554.8047,3616.54,56.2339,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,90
0.32154,0.07879,17.45481388,136.3046932,48.31045454,179.9325089,111.1891031,135.0616711,21.63877502,113.7748928,112.3182895,128.1547193,117.1779305,114.1444544,110.4058047,106.365324,117.2372427,106.9047602,1.347137146,1.526217716,1.448648577,1.231139495,1.012118891,1.516248664,0.975008863,1.567657299,1.091002061,-0.20618,-0.02088,2.1026,-0.7198,0.83815,-0.15896,-0.67071,0.7064,-0.66403,0.29389,-0.48108,0.4452,-0.79395,0.52379,131.5627,27.5229,134.5216,144.688,29.8091,-51.8817,28.002,158.3615,27.2406,172.1522,25.8961,4.71,2.09,9.32,2.97,1.5,2.03,2.75,1.02,1.88,437.26,433.61,70.189,1.58,1756.4,549.1685,3616.5,56.5726,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,92
0.23572,0.03782,19.41085031,132.1577233,49.53802806,178.2562867,109.0611891,137.2172441,17.22666084,113.6686586,112.4085112,128.248157,117.1480247,114.0778553,110.2176123,106.3469851,117.2714759,107.0438341,1.34677221,1.526440897,1.448180218,1.230883871,1.012155789,1.516113035,0.975138188,1.567332107,1.090415732,-0.21492,-0.03741,3.2391,-0.71961,0.83717,-0.15833,-0.67116,0.70657,-0.66272,0.29427,-0.48198,0.44549,-0.79462,0.52453,131.0291,27.303,134.5661,144.211,29.8433,-53.4915,27.9733,158.5527,27.1654,172.1583,25.8798,5,3.57,11.37,2.97,1.5,2.03,2.75,1.02,1.88,538.05,546.71,56.121,1.66,1756.82,556.5573,3615.93,57.8744,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,84
0.26582,0.05506,14.24984537,133.7815987,49.08916735,179.4288661,114.5383826,131.801194,19.14169613,113.8631474,112.4996493,128.3821637,117.0629423,114.1165211,110.448737,106.2983985,117.3588293,106.813196,1.346359832,1.527390168,1.447900558,1.231069531,1.012110476,1.516388879,0.975159728,1.568154204,1.090870495,-0.21986,-0.02359,3.2041,-0.71814,0.83789,-0.15935,-0.67051,0.70663,-0.66394,0.2944,-0.48239,0.44475,-0.79377,0.52384,129.9965,27.1204,134.7879,144.1387,29.6778,-52.1641,28.0543,158.6992,27.2521,172.0796,26.0344,4.74,3.28,9.7,2.97,1.5,2.03,2.75,1.02,1.88,521.79,522.87,56.226,1.66,1756.56,549.1817,3610.02,55.4932,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,94
0.32576,0.11384,20.46430256,129.0120094,50.77638415,177.2895333,108.0692363,138.1975664,14.08435459,113.542419,112.2331171,128.2910892,117.0973518,114.1954705,110.2706903,106.2936063,117.4526204,107.0939105,1.346933753,1.526648223,1.448752998,1.232859829,1.012254427,1.51544125,0.97500596,1.567939358,1.090158885,-0.22399,-0.02456,2.9372,-0.71952,0.83741,-0.15793,-0.66784,0.70902,-0.6676,0.29416,-0.48197,0.446,-0.79423,0.52411,132.0573,27.2527,134.3736,143.8281,29.0603,-46.4389,28.0391,158.0432,27.1189,172.0353,25.8614,4.75,2.04,8.02,2.97,1.5,2.03,2.75,1.02,1.88,416.54,415.96,55.427,1.55,1746.27,585.2563,3611.95,58.3585,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,94
0.21009,0.06569,5.541559185,146.8857363,47.73086211,170.4878385,136.5724498,110.2074199,34.20470378,113.8906852,112.6166652,126.8325943,117.0724423,115.3114632,111.0377149,106.2286113,117.0327768,107.0033384,1.343827528,1.52830476,1.446743917,1.230503642,1.012861809,1.517072892,0.974733156,1.577752942,1.093585056,-0.20494,-0.02087,5.4091,-0.7104,0.84078,-0.16631,-0.66772,0.7044,-0.66109,0.29794,-0.49107,0.44127,-0.79527,0.52059,142.8045,25.9153,137.4333,139.7509,29.6117,-53.6402,27.845,157.4098,26.9532,170.7967,26.1115,6.76,4.22,8.97,2.97,1.5,2.03,2.75,1.02,1.88,491.42,487.53,80.772,1.64,1762.56,563.7454,3601.36,119.3193,2.71,1.03,1.9,2,1,1,1.35614444,1.084900356,1.085497097,1.083730961,0.973899875,113.1976425,116.8702434,117.7843715,106.7360229,124.6529327,0.140336653,0.047295572,-0.26424,0.01276,7.45553,158.6183,25.2021,175.7165,180.6481,30.5203,-52.885,30.6306,30.2971,26.1289,-0.73349,0.82535,-0.38272,-0.45503,-0.63083,91.15,33.975,-0.25805,-0.10973,0,6.15825,0.61168,123.13,54.677,1.35,0.69974,4.3093,-0.25443,-0.05436,1.15223,1.406029791,1.406432386,1.559021459,60.8212,61.115,61.2353,82.7487,-0.38986,-0.20234,-0.20275,304.57,281.76,33.976,1.47,1.78781,0.89525,0.69034,14.8576,-0.19038,-0.02356,136.53,98.77,66.378,1.32,0.76466,4.5053,0.40063,0.36793,-0.18794,-0.07871,7.5468,96.82,66.16,40.159,1.22,20,1.5,1.5,12,80,13.63,90
